ID,Component,Component Describe,Epic,Epic Describe,Story,Story Description,SP,Priority,Sprint,Release,Status,Start Date,End Date,Attach Link
US-109,Vận chuyển,"Lập kế hoạch chuyến xe, gán phương tiện/tài xế, quản lý ra vào cổng kho và giao nhận POD",Giám sát Lộ trình & POD,Theo dõi hành trình chuyến xe và xác nhận giao hàng POD,Bàn giao chứng từ vận tải [Web/Mobile],"Đối soát và bàn giao lại chứng từ vận tải, chi phí cầu đường sau khi chuyến xe hoàn thành trên Web và Mobile.",3,Medium,—,V1.0.0,planned,—,—,
US-110,Dashboard,"Báo cáo trực quan tồn kho, tiến độ lệnh, năng suất SLA/KPI và sơ đồ 2D Heatmap",Operational Dashboard,Trực quan hóa tình hình vận hành kho thời gian thực,Dashboard tổng quan tồn kho [Web/Mobile],"Hiển thị biểu đồ tồn kho tổng thể, số SKU, tổng giá trị tài sản và tỷ lệ lấp đầy kho trên Web và Mobile.",3,High,—,V1.0.0,planned,—,—,
US-111,Dashboard,"Báo cáo trực quan tồn kho, tiến độ lệnh, năng suất SLA/KPI và sơ đồ 2D Heatmap",Operational Dashboard,Trực quan hóa tình hình vận hành kho thời gian thực,Dashboard tiến độ lệnh Nhập/Xuất [Web/Mobile],"Theo dõi tiến độ hoàn thành các lệnh Nhập, lệnh Xuất và các chuyến xe vận chuyển theo real-time trên Web và Mobile.",3,High,—,V1.0.0,planned,—,—,
US-049,Dashboard,"Báo cáo trực quan tồn kho, tiến độ lệnh, năng suất SLA/KPI và sơ đồ 2D Heatmap",Operational Dashboard,Trực quan hóa tình hình vận hành kho thời gian thực,Dashboard thống kê lệnh nhập & task [Web/Mobile],"Hiển thị tổng quan tồn kho, phân bổ tồn, hiệu suất vận hành hệ thống, quản lý lệnh và phân bổ tải task trên Web và Mobile.",3,Low,sprint 1,V1.0.0,developing,01/08/2026,15/08/2026,
US-112,Dashboard,"Báo cáo trực quan tồn kho, tiến độ lệnh, năng suất SLA/KPI và sơ đồ 2D Heatmap",Operational Dashboard,Trực quan hóa tình hình vận hành kho thời gian thực,Dashboard vận hành nhanh [Web/Mobile],"Xem widget tóm tắt chỉ số vận hành chính (Tồn kho, Task chậm SLA) trên Web và Mobile.",3,Medium,—,V1.0.0,planned,—,—,
US-113,Dashboard,"Báo cáo trực quan tồn kho, tiến độ lệnh, năng suất SLA/KPI và sơ đồ 2D Heatmap",Performance & SLA,Đánh giá tỷ lệ SLA và năng suất làm việc của nhân sự,Dashboard tỷ lệ đáp ứng SLA [Web/Mobile],Báo cáo chi tiết tỷ lệ hoàn thành task đúng hạn SLA cho từng loại bước quy trình nghiệp vụ trên Web và Mobile.,3,Medium,—,V1.0.0,planned,—,—,
US-114,Dashboard,"Báo cáo trực quan tồn kho, tiến độ lệnh, năng suất SLA/KPI và sơ đồ 2D Heatmap",Performance & SLA,Đánh giá tỷ lệ SLA và năng suất làm việc của nhân sự,Báo cáo năng suất nhân viên [Web/Mobile],"Thống kê số lượng task hoàn thành, sản lượng dỡ/xếp/picking của từng nhân viên kho và lái xe nâng trên Web và Mobile.",3,Medium,—,V1.0.0,planned,—,—,
US-115-A,Dashboard,"Báo cáo trực quan tồn kho, tiến độ lệnh, năng suất SLA/KPI và sơ đồ 2D Heatmap",Visual 2D Heatmap,Bản đồ mặt bằng kho trực quan dạng nhiệt,Render Heatmap 2D mặt bằng kho [Web/Mobile],Render sơ đồ 2D mặt bằng kho với dải màu thể hiện mật độ tồn kho và tần suất xuất nhập trên Web và Mobile.,3,Medium,—,V1.0.0,planned,—,—,
US-115-B,Dashboard,"Báo cáo trực quan tồn kho, tiến độ lệnh, năng suất SLA/KPI và sơ đồ 2D Heatmap",Visual 2D Heatmap,Bản đồ mặt bằng kho trực quan dạng nhiệt,Bộ lọc hiển thị Heatmap kho [Web/Mobile],"Lọc và chuyển đổi chế độ xem Heatmap theo chủng loại hàng hóa, khu vực Zone và chu kỳ thời gian.",2,Medium,—,V1.0.0,planned,—,—,
US-116,Dashboard,"Báo cáo trực quan tồn kho, tiến độ lệnh, năng suất SLA/KPI và sơ đồ 2D Heatmap",Visual 2D Heatmap,Bản đồ mặt bằng kho trực quan dạng nhiệt,Click tra cứu ô kệ trên sơ đồ 2D [Web/Mobile],Cho phép người dùng chạm/bấm trực tiếp vào từng vị trí ô kệ trên sơ đồ 2D để xem danh mục SKU tồn kho (Web và Mobile).,3,Medium,—,V1.0.0,planned,—,—,
US-117,Quy hoạch kho,"Thiết lập sơ đồ mặt bằng kho 2D Canvas, cấu hình phân khu Zone, ô kệ Bin/Rack và gán RFID",Layout Editor 2D,Công cụ thiết kế mặt bằng kho hai bước (Phase 1 Modal & Phase 2 Canvas),Khởi tạo thông tin kho & ranh giới [Web],"Khởi tạo mã kho, tên kho, địa chỉ, Plant/SLoc phụ trách và thiết lập ranh giới kho trên Web.",3,High,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-118,Quy hoạch kho,"Thiết lập sơ đồ mặt bằng kho 2D Canvas, cấu hình phân khu Zone, ô kệ Bin/Rack và gán RFID",Layout Editor 2D,Công cụ thiết kế mặt bằng kho hai bước (Phase 1 Modal & Phase 2 Canvas),Phase 1: Cấu hình thông số kho [Web],"Khai báo chiều dài, chiều rộng, chiều cao kho qua Modal để hệ thống tự tính diện tích và thể tích kho.",3,High,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-119-A,Quy hoạch kho,"Thiết lập sơ đồ mặt bằng kho 2D Canvas, cấu hình phân khu Zone, ô kệ Bin/Rack và gán RFID",Layout Editor 2D,Công cụ thiết kế mặt bằng kho hai bước (Phase 1 Modal & Phase 2 Canvas),Thiết kế khung lưới ô kệ trên Canvas [Web],Bộ công cụ vẽ và khởi tạo sơ đồ khung lưới ô kệ (Rack/Aisle Grid) trực quan trên 2D Canvas Editor.,3,High,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-119-B,Quy hoạch kho,"Thiết lập sơ đồ mặt bằng kho 2D Canvas, cấu hình phân khu Zone, ô kệ Bin/Rack và gán RFID",Layout Editor 2D,Công cụ thiết kế mặt bằng kho hai bước (Phase 1 Modal & Phase 2 Canvas),Kéo thả định vị phân khu & lối đi [Web],"Thao tác kéo thả định vị Phân khu Zone, Lối đi di chuyển và Cổng ra/vào trên sơ đồ Canvas kho 2D.",3,High,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-120,Quy hoạch kho,"Thiết lập sơ đồ mặt bằng kho 2D Canvas, cấu hình phân khu Zone, ô kệ Bin/Rack và gán RFID",Layout Editor 2D,Công cụ thiết kế mặt bằng kho hai bước (Phase 1 Modal & Phase 2 Canvas),Xem chi tiết & Export sơ đồ kho [Web/Mobile],Xem lại toàn bộ sơ đồ mặt bằng kho 2D đã quy hoạch và export bản đồ dưới dạng hình ảnh/file vector trên Web và Mobile.,2,Medium,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-121,Quy hoạch kho,"Thiết lập sơ đồ mặt bằng kho 2D Canvas, cấu hình phân khu Zone, ô kệ Bin/Rack và gán RFID",Zone & Location Taxonomy,"Cấu hình khu vực lưu trữ, ô kệ và gán thuộc tính tải trọng",Cấu hình Phân khu Zone Taxonomy [Web/Mobile],"Định nghĩa và phân loại các vùng chức năng (Zone hàng nguyên, Zone hàng lẻ, Zone chờ nhập, Bãi bến) trên Web và Mobile.",3,High,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-122,Quy hoạch kho,"Thiết lập sơ đồ mặt bằng kho 2D Canvas, cấu hình phân khu Zone, ô kệ Bin/Rack và gán RFID",Zone & Location Taxonomy,"Cấu hình khu vực lưu trữ, ô kệ và gán thuộc tính tải trọng",Quản lý chi tiết vị trí lưu trữ [Web/Mobile],Quản lý mã vị trí chuẩn cấu trúc (Plant-SLoc-Zone-Aisle-Rack-Layer-Bin) và mô tả chi tiết ô kệ trên Web và Mobile.,3,High,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-123,Quy hoạch kho,"Thiết lập sơ đồ mặt bằng kho 2D Canvas, cấu hình phân khu Zone, ô kệ Bin/Rack và gán RFID",Zone & Location Taxonomy,"Cấu hình khu vực lưu trữ, ô kệ và gán thuộc tính tải trọng",Cấu hình sức chứa & tải trọng ô kệ [Web/Mobile],"Thiết lập tải trọng tối đa, thể tích chứa và loại sản phẩm cho phép lưu trữ tại từng vị trí ô kệ trên Web và Mobile.",3,High,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-124,Quy hoạch kho,"Thiết lập sơ đồ mặt bằng kho 2D Canvas, cấu hình phân khu Zone, ô kệ Bin/Rack và gán RFID",Zone & Location Taxonomy,"Cấu hình khu vực lưu trữ, ô kệ và gán thuộc tính tải trọng",Scan RFID / Barcode đối soát ô kệ [Web/Mobile],Quét mã RFID hoặc Barcode dán tại vị trí ô kệ bằng thiết bị Mobile hoặc Web để đối soát thông tin vị trí thực tế.,3,Medium,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-125-A,Quy hoạch kho,"Thiết lập sơ đồ mặt bằng kho 2D Canvas, cấu hình phân khu Zone, ô kệ Bin/Rack và gán RFID",Slotting Optimization,Thiết lập quy tắc xếp hàng thông minh và đề xuất vị trí,Phân loại chỉ số luân chuyển ABC [Web],Cấu hình nhóm phân loại sản phẩm theo chỉ số luân chuyển ABC và tốc độ xuất nhập hàng trên Web.,2,Medium,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-125-B,Quy hoạch kho,"Thiết lập sơ đồ mặt bằng kho 2D Canvas, cấu hình phân khu Zone, ô kệ Bin/Rack và gán RFID",Slotting Optimization,Thiết lập quy tắc xếp hàng thông minh và đề xuất vị trí,Thiết lập luật phân bổ lưu kho [Web],"Định nghĩa quy tắc tự động gộp vị trí lưu kho theo quy cách đóng gói, kích thước và trọng lượng sản phẩm.",3,Medium,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-126-A,Quy hoạch kho,"Thiết lập sơ đồ mặt bằng kho 2D Canvas, cấu hình phân khu Zone, ô kệ Bin/Rack và gán RFID",Slotting Optimization,Thiết lập quy tắc xếp hàng thông minh và đề xuất vị trí,Phân tích dung lượng & nghẽn ô kệ [Web/Mobile],Tự động phân tích hiệu suất sử dụng thể tích ô kệ và cảnh báo điểm nghẽn hành trình lấy hàng trên Web/Mobile.,2,Medium,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-126-B,Quy hoạch kho,"Thiết lập sơ đồ mặt bằng kho 2D Canvas, cấu hình phân khu Zone, ô kệ Bin/Rack và gán RFID",Slotting Optimization,Thiết lập quy tắc xếp hàng thông minh và đề xuất vị trí,Đề xuất nhiệm vụ đảo chuyển ô kệ [Web/Mobile],Đề xuất danh sách các lệnh đảo chuyển vị trí tồn kho thông minh để tối ưu diện tích lưu trữ trên Web/Mobile.,3,Medium,sprint 2,V1.0.0,committed,16/08/2026,30/08/2026,
US-127,Trang chủ & Cá nhân,Trang chủ cá nhân hóa theo role và quản lý hồ sơ cá nhân trên Web và Mobile,Trang chủ Web & Mobile,Màn hình làm việc chính cho người dùng toàn hệ thống,Trang chủ tổng quan hệ thống [Web/Mobile],"Hiển thị màn hình chính trên Web và Mobile với widget công việc cần làm, tin thông báo mới và shortcut truy cập nhanh.",3,High,—,V1.0.0,planned,—,—,
US-128,Trang chủ & Cá nhân,Trang chủ cá nhân hóa theo role và quản lý hồ sơ cá nhân trên Web và Mobile,Trang chủ Web & Mobile,Màn hình làm việc chính cho người dùng toàn hệ thống,Tùy biến widget Trang chủ [Web/Mobile],Cho phép người dùng tùy chỉnh bố cục widget và ghim các chức năng thường dùng (Quick Actions) trên Web và Mobile.,2,Low,—,V1.0.0,planned,—,—,
US-129,Trang chủ & Cá nhân,Trang chủ cá nhân hóa theo role và quản lý hồ sơ cá nhân trên Web và Mobile,Trang chủ Web & Mobile,Màn hình làm việc chính cho người dùng toàn hệ thống,Trang chủ cá nhân hóa theo Role [Web/Mobile],"Hiển thị Trang chủ Web và Mobile cá nhân hóa giao diện cho từng vai trò (Thủ kho, Xe nâng, Phụ kho, Bảo vệ).",3,High,—,V1.0.0,planned,—,—,
US-130,Trang chủ & Cá nhân,Trang chủ cá nhân hóa theo role và quản lý hồ sơ cá nhân trên Web và Mobile,Trang chủ Web & Mobile,Màn hình làm việc chính cho người dùng toàn hệ thống,Danh sách Task chờ claim trên Trang chủ [Web/Mobile],Hiển thị danh sách các task được giao và task đang chờ claim trực tiếp ngay trên Trang chủ Web và Mobile.,3,High,—,V1.0.0,planned,—,—,
US-131,Trang chủ & Cá nhân,Trang chủ cá nhân hóa theo role và quản lý hồ sơ cá nhân trên Web và Mobile,Trang chủ Web & Mobile,Màn hình làm việc chính cho người dùng toàn hệ thống,Nút Quét nhanh Scan QR/RFID [Web/Mobile],Đặt nút Quét nhanh Barcode/QR/RFID nổi bật ngay tại Trang chủ Web và Mobile để mở camera/máy đọc tức thì.,2,High,—,V1.0.0,planned,—,—,
US-132,Trang chủ & Cá nhân,Trang chủ cá nhân hóa theo role và quản lý hồ sơ cá nhân trên Web và Mobile,Trang chủ Web & Mobile,Màn hình làm việc chính cho người dùng toàn hệ thống,Badge đếm số việc chưa hoàn thành [Web/Mobile],Hiển thị trung tâm thông báo và badge đỏ đếm số lượng công việc tồn đọng chưa xử lý trên Web và Mobile.,2,Medium,—,V1.0.0,planned,—,—,
US-133,Trang chủ & Cá nhân,Trang chủ cá nhân hóa theo role và quản lý hồ sơ cá nhân trên Web và Mobile,Hồ sơ cá nhân,Quản lý thông tin tài khoản và tùy chọn người dùng,Xem thông tin cá nhân [Web/Mobile],"Xem thông tin tài khoản bao gồm Mã NV, Họ tên, Chức vụ, Email, SĐT và danh sách Plant/SLoc phụ trách trên Web và Mobile.",2,Low,—,V1.0.0,planned,—,—,
US-134,Trang chủ & Cá nhân,Trang chủ cá nhân hóa theo role và quản lý hồ sơ cá nhân trên Web và Mobile,Hồ sơ cá nhân,Quản lý thông tin tài khoản và tùy chọn người dùng,Đổi mật khẩu & cài đặt giao diện [Web/Mobile],"Thực hiện đổi mật khẩu tài khoản và cài đặt chế độ hiển thị (Sáng/Tối), ngôn ngữ trên Web và Mobile.",2,Low,—,V1.0.0,planned,—,—,
US-135,Trang chủ & Cá nhân,Trang chủ cá nhân hóa theo role và quản lý hồ sơ cá nhân trên Web và Mobile,Hồ sơ cá nhân,Quản lý thông tin tài khoản và tùy chọn người dùng,Xem Nhật ký hoạt động cá nhân [Web/Mobile],"Tra cứu lịch sử đăng nhập, lịch sử thao tác dữ liệu của chính tài khoản trên hệ thống Web và Mobile.",2,Low,—,V1.0.0,planned,—,—,
US-136,Trang chủ & Cá nhân,Trang chủ cá nhân hóa theo role và quản lý hồ sơ cá nhân trên Web và Mobile,Hồ sơ cá nhân,Quản lý thông tin tài khoản và tùy chọn người dùng,Xem hồ sơ cá nhân & vai trò tác nghiệp [Web/Mobile],"Xem thông tin cá nhân, hình đại diện và vai trò tác nghiệp hiện tại trên màn hình Web và Mobile.",2,Low,—,V1.0.0,planned,—,—,
US-137,Trang chủ & Cá nhân,Trang chủ cá nhân hóa theo role và quản lý hồ sơ cá nhân trên Web và Mobile,Hồ sơ cá nhân,Quản lý thông tin tài khoản và tùy chọn người dùng,Bật/Tắt xác thực sinh trắc học [Mobile],Bật hoặc tắt tính năng Đăng nhập nhanh bằng Vân tay / Face ID trong phần cài đặt Mobile.,2,Medium,—,V1.0.0,planned,—,—,
US-138,Trang chủ & Cá nhân,Trang chủ cá nhân hóa theo role và quản lý hồ sơ cá nhân trên Web và Mobile,Hồ sơ cá nhân,Quản lý thông tin tài khoản và tùy chọn người dùng,Cài đặt Push Notification [Web/Mobile],"Tùy chỉnh nhận thông báo Push Notification (bật/tắt âm thanh, rung, chọn loại tin cảnh báo) trên Web và Mobile.",2,Medium,—,V1.0.0,planned,—,—,
US-139,Trang chủ & Cá nhân,Trang chủ cá nhân hóa theo role và quản lý hồ sơ cá nhân trên Web và Mobile,Hồ sơ cá nhân,Quản lý thông tin tài khoản và tùy chọn người dùng,Đổi mật khẩu & Đăng xuất [Web/Mobile],Đổi mật khẩu tài khoản và thực hiện đăng xuất an toàn khỏi ứng dụng Web và Mobile.,2,Medium,—,V1.0.0,planned,—,—,
